#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0      541    0.541    1.115    0.138      583    0.968
       1      423    0.423    1.128    0.142      313    0.840
       2       22    0.022    0.000    0.000       43    1.112
       3        8    0.008    0.000    0.000      195    1.073
       4        6    0.006    0.000    0.000      677    1.035
